项目id	SKUid	SKU名称	SKUurl	项目匹配词	SKU关键词	SKU价格	SKU销量	相似度
782	1081110577	酷道智能手环手镯 蓝牙耳机 车载免提通话手表 1拖2 手机通用蓝牙伴侣 红色	http://item.jd.com/1081110577.html	手机,蓝牙耳机,蓝牙	F2,红色,手镯,酷道（Miroad）,手表,蓝牙,手机,智能手环,免提通话,蓝牙耳机,伴侣,车载,酷道,腕带,Miroad	1199.0	16	0.0681818181818
782	1081110578	酷道智能手环手镯 蓝牙耳机 车载免提通话手表 1拖2 手机通用蓝牙伴侣 蓝色	http://item.jd.com/1081110578.html	手机,蓝牙耳机,蓝牙	三星,安卓,蓝色,NFC,手镯,Miroad,手表,蓝牙,手机,免提通话,酷道,伴侣,酷道（Miroad）,车载,智能手环,蓝牙耳机,苹果	1199.0	15	0.0681818181818
782	1081110579	酷道F2智能手环手镯 腕带蓝牙耳机 车载免提通话手表 1拖2 手机通用蓝牙伴侣 白色	http://item.jd.com/1081110579.html	手机,蓝牙耳机,蓝牙	F2,白色,手镯,Miroad,酷道（Miroad）,手表,蓝牙,手机,免提通话,蓝牙耳机,伴侣,车载,智能手环,腕带,酷道,橙色	1199.0	8	0.0681818181818
782	1081305982	耐翔 立体声入耳式通话通用型蓝牙4.0防辐射蓝牙耳机 支持iPhone5/5S三星小米苹果 黑色	http://item.jd.com/1081305982.html	蓝牙耳机,iphone,蓝牙	三星,耐翔,iPhone5,HTC,通话,入耳式,蜂巢,耐翔（Naeny）,蓝牙,蓝牙耳机,iphone,立体声,Naeny,通用型,黑色,支持,苹果,防辐射	121.75	12	0.0681818181818
782	1083170084	乐迈（ROMAN）蓝牙耳机 R6250 适用于苹果三星小米华为通用 一拖二立体声 黑色	http://item.jd.com/1083170084.html	一拖二,蓝牙耳机,iphone	三星,苹果,立体声,一拖二,黑色,通用,小米华,ROMAN,蓝牙耳机,galaxy,适用,R6250,乐迈（ROMAN）,乐迈,iphone	97.4423076923	36	0.0681818181818
782	1083170085	乐迈（ROMAN）蓝牙耳机 R6250 适用于苹果三星小米华为通用 一拖二立体声 蓝色	http://item.jd.com/1083170085.html	一拖二,蓝牙耳机,iphone	三星,苹果,蓝色,立体声,一拖二,通用,小米华,ROMAN,蓝牙耳机,galaxy,适用,R6250,乐迈（ROMAN）,乐迈,iphone	98.0	43	0.0681818181818
782	1083170086	乐迈（ROMAN）R6250 适用于苹果iphone三星小米华为通用蓝牙耳机一拖二立体声 灰色	http://item.jd.com/1083170086.html	一拖二,蓝牙耳机,iphone	三星,苹果,适用,一拖二,R6250,小米华,ROMAN,灰色,蓝牙耳机,galaxy,立体声,通用,乐迈（ROMAN）,乐迈,iphone	98.0	14	0.0681818181818
782	1083811272	欧立格蓝牙耳机 一拖二智能连接 耳塞式 运动蓝牙耳机  音乐 立体声最新4.0版本耳机 白色	http://item.jd.com/1083811272.html	一拖二,连接,智能,蓝牙耳机	三星,欧立格（ORICORE）,Q3,智能,htc,白色,一拖二,蓝牙耳机,最新,连接,ORICORE,版本,运动,耳塞式,防辐射,耳机,立体声,音乐,适用,欧立格,通用型	173.055974843	184	0.0909090909091
782	1083811273	欧立格蓝牙耳机 一拖二智能连接 耳塞式蓝牙耳机 最新4.0版本耳机 黑色	http://item.jd.com/1083811273.html	一拖二,连接,智能,蓝牙耳机	三星,欧立格（ORICORE）,Q3,智能,htc,一拖二,耳塞式,最新,运动,ORICORE,立体声,连接,适用,蓝牙耳机,防辐射,耳机,版本,音乐,黑色,欧立格,通用型	170.377394636	148	0.0909090909091
782	1084247043	华夏风 商务蓝牙耳机蓝牙v4.0可同时连接多部手机多小时连续通话音乐播放时尚私人定制礼品	http://item.jd.com/1084247043.html	连接,蓝牙耳机,蓝牙	音乐,华夏风,小时,礼品,通话,时尚礼品,时尚,蓝牙,华夏,商务,连接,v4,定制,私人,连续,蓝牙耳机,播放,部手机	130.0	4	0.0681818181818
782	1084252870	夏朗 N13S 音乐蓝牙耳机 通用型 黑色	http://item.jd.com/1084252870.html	手机,蓝牙,蓝牙耳机,CSR	三星,进口,夏朗,音乐,立体声,误够,蓝牙,手机,降噪,蓝牙耳机,夏朗（NAMO）,通用型,黑色,播放,芯片,取件,DSP,CSR,米通,超薄,NAMO,N13S,小米,智能手机,苹果,部手机	121.844497728	2123	0.0909090909091
782	1084252871	夏朗 N13S 音乐蓝牙耳机 通用型 白色	http://item.jd.com/1084252871.html	手机,蓝牙,蓝牙耳机,CSR	三星,进口,夏朗,音乐,立体声,误够,蓝牙,手机,降噪,白色,蓝牙耳机,通用型,播放,芯片,取件,DSP,夏朗（NAMO）,CSR,米通,超薄,NAMO,N13S,小米,智能手机,苹果,部手机	125.892857143	585	0.0909090909091
782	1084319732	米库 MICCO M3智能语音蓝牙耳机 全自动蓝牙耳机 中文语音车载蓝牙	http://item.jd.com/1084319732.html	语音,智能,蓝牙耳机	MICCO,智能,全自动,语音,米库,蓝牙耳机,M3,车载蓝牙,中文	319.0	4	0.0681818181818
782	1084562020	纳百川（NBC）HBS-730蓝牙耳机立体声运动音乐入耳式双耳机支持手机通话 一拖二 天蓝	http://item.jd.com/1084562020.html	一拖二,手机,蓝牙耳机	纳百川,音乐,立体声,通话,一拖二,入耳式,运动,手机,纳百川（NBC）,天蓝,蓝牙耳机,NBC,双耳机,支持,HBS	199.0	1	0.0681818181818
782	1090573704	BAKMK芭卡玛卡 蓝牙偏光太阳镜 翻盖太阳镜 开车汽车出行必备 蓝牙耳机 WHB-086	http://item.jd.com/1090573704.html	汽车,蓝牙耳机,蓝牙	BAKMK,偏光太阳镜,芭卡玛卡（bakmk）,WHB,bakmk,出行,蓝牙,汽车,蓝牙耳机,卡玛,翻盖,太阳镜,开车,必备	89.0	23	0.0681818181818
782	1090577735	芭卡玛卡BAKMK 蓝牙偏光太阳镜 翻盖太阳镜 开车汽车出行必备 蓝牙耳机 WHB-086	http://item.jd.com/1090577735.html	汽车,蓝牙耳机,蓝牙	BAKMK,偏光太阳镜,芭卡玛卡（bakmk）,WHB,bakmk,出行,蓝牙,汽车,蓝牙耳机,卡玛,翻盖,太阳镜,开车,必备	89.0	21	0.0681818181818
782	1090578700	BAKMK芭卡玛卡 蓝牙偏光太阳镜 翻盖太阳镜 开车汽车出行必备 蓝牙耳机 WHB-086	http://item.jd.com/1090578700.html	汽车,蓝牙耳机,蓝牙	BAKMK,偏光太阳镜,芭卡玛卡（bakmk）,WHB,bakmk,出行,蓝牙,汽车,蓝牙耳机,卡玛,翻盖,太阳镜,开车,必备	89.0	15	0.0681818181818
782	1090580830	芭卡玛卡BAKMK 蓝牙偏光太阳镜 翻盖太阳镜 开车汽车出行必备 蓝牙耳机 WHB-086	http://item.jd.com/1090580830.html	汽车,蓝牙耳机,蓝牙	BAKMK,偏光太阳镜,芭卡玛卡（bakmk）,WHB,bakmk,出行,蓝牙,汽车,蓝牙耳机,卡玛,翻盖,太阳镜,开车,必备	89.0	153	0.0681818181818
782	1091183826	乐迈蓝牙R535苹果耳挂式三星小米HTC立体声通用型链接两部手机蓝牙耳机 黑白色	http://item.jd.com/1091183826.html	蓝牙耳机,iphone,蓝牙	三星,乐迈（lemai）,立体声,HTC,链接,R535,lemai,蓝牙,乐迈,抢先,白色,iphone,挂式,蓝牙耳机,爆品,通用型,苹果,部手机	78.0	5	0.0681818181818
782	1091195535	乐迈X2S苹果iphone5/5S三星索尼蓝牙耳机立体声双耳蓝牙 白色	http://item.jd.com/1091195535.html	蓝牙耳机,iphone,蓝牙	三星,苹果,立体声,蓝牙耳机,蓝牙,thing,抢先,白色,iphone,乐迈,双耳,爆品,索尼,more-thing,X2S,more	168.0	3	0.0681818181818
782	1091195536	乐迈X2S苹果iphone5/5S三星索尼蓝牙耳机立体声双耳蓝牙 黑色	http://item.jd.com/1091195536.html	蓝牙耳机,iphone,蓝牙	三星,苹果,立体声,索尼,蓝牙,thing,蓝牙耳机,iphone,乐迈,双耳,more-thing,黑色,X2S,more	168.0	4	0.0681818181818
782	1091270701	喜越（CIYOYO) W50智能蓝牙迷你手表手机 粉金 标配+内存卡+蓝牙耳机	http://item.jd.com/1091270701.html	智能,蓝牙耳机,蓝牙	W50,内存卡,粉金,标配,迷你,蓝牙,智能,蓝牙耳机,CIYOYO,手表手机,喜越	698.0	1	0.0681818181818
782	1091333868	喜越 IK08 新款安卓智能手表手机 穿戴式迷你手机 黑色 标配+内存卡+蓝牙耳机	http://item.jd.com/1091333868.html	手机,智能,蓝牙耳机,蓝牙	安卓,智能,穿戴,内存卡,黑色,标配,迷你,蓝牙,手机,蓝牙耳机,IK01,CIYOYO,手表手机,新款,IK08,喜越	997.523809524	52	0.0909090909091
782	1091333970	喜越 IK08 新款安卓智能手表手机 穿戴式迷你手机 黑色 标配+蓝牙耳机	http://item.jd.com/1091333970.html	手机,智能,蓝牙耳机,蓝牙	安卓,智能,穿戴,IK08,标配,手表手机,蓝牙,手机,蓝牙耳机,新款,迷你,黑色,喜越	988.0	9	0.0909090909091
782	1091802573	酷道F1 智能手环手表 无线蓝牙手镯腕带腕表 手机免提蓝牙耳机 白色	http://item.jd.com/1091802573.html	手机,蓝牙耳机,蓝牙	三星,免提,车载,F1,手镯,Miroad,酷道（Miroad）,腕表,手机,智能手环,腕带,蓝牙耳机,无线,白色,手表,红米,酷道,蓝牙,苹果	895.967592593	384	0.0681818181818
782	1091802574	酷道F1 智能手环手表 无线蓝牙手镯腕带腕表 手机免提蓝牙耳机 黑色	http://item.jd.com/1091802574.html	手机,智能,蓝牙耳机,蓝牙	免提,三星,智能,F1,手镯,Miroad,酷道（Miroad）,手表,腕表,手机,智能手环,腕带,蓝牙耳机,无线,车载,红米,酷道,蓝牙,黑色,苹果	892.037634409	241	0.0909090909091
782	1094016971	艾亚（AYA  )手机耳机入耳式 带话筒/麦克风 支持线控三星苹果线控耳机 衣夹入耳式耳机 无线控标准版 黑色	http://item.jd.com/1094016971.html	手机,蓝牙耳机,耳塞	三星,麦克风,空气管,CVK,标准版,孕妇,手机,真空,艾亚,防辐,弹簧,耳塞,空气导管,艾亚（AYA）,话筒,单边,蓝牙耳机,黑色,入耳式耳机,AYA,VEVA,防辐射,耳机,支持,线控,螺旋管,导管,衣夹,入耳式,防辐耳,苹果,无线	90.2717571488	392	0.0681818181818
782	1094016972	艾亚（AYA  )手机耳机入耳式 带话筒/麦克风 支持线控三星苹果线控耳机 衣夹入耳式耳机 无线控标准版 透明	http://item.jd.com/1094016972.html	手机,蓝牙耳机,耳塞	三星,麦克风,空气管,CVK,标准版,孕妇,手机,真空,艾亚,防辐,透明,弹簧,耳塞,空气导管,艾亚（AYA）,话筒,单边,蓝牙耳机,入耳式耳机,AYA,VEVA,防辐射,耳机,支持,线控,螺旋管,导管,衣夹,入耳式,防辐耳,苹果,无线	90.8291175172	878	0.0681818181818
782	1094016973	艾亚（AYA  )手机耳机入耳式 带话筒/麦克风 支持线控三星苹果线控耳机 衣夹入耳式耳机 豪华蓝牙版 黑色	http://item.jd.com/1094016973.html	手机,蓝牙耳机,耳塞	三星,豪华,空气管,CVK,蓝牙版,孕妇,麦克风,手机,真空,艾亚,防辐,弹簧,耳塞,空气导管,艾亚（AYA）,话筒,单边,蓝牙耳机,黑色,入耳式耳机,AYA,防辐射,耳机,支持,线控,螺旋管,导管,衣夹,入耳式,防辐耳,苹果	222.015873016	43	0.0681818181818
782	1094016974	艾亚（AYA  )手机耳机入耳式 带话筒/麦克风 支持线控三星苹果线控耳机 衣夹入耳式耳机 豪华蓝牙版 透明	http://item.jd.com/1094016974.html	手机,蓝牙耳机,耳塞	三星,麦克风,空气管,CVK,蓝牙版,孕妇,豪华,空气导管,真空,艾亚,防辐,透明,弹簧,耳塞,手机,艾亚（AYA）,话筒,单边,蓝牙耳机,入耳式耳机,AYA,防辐射,耳机,支持,线控,螺旋管,导管,衣夹,入耳式,苹果	225.75	55	0.0681818181818
782	1094016975	艾亚（AYA  )手机耳机入耳式 带话筒/麦克风 支持线控三星苹果线控耳机 衣夹入耳式耳机 线控标准版 黑色	http://item.jd.com/1094016975.html	手机,蓝牙耳机,耳塞	三星,麦克风,空气管,CVK,标准版,孕妇,空气导管,真空,艾亚,防辐,弹簧,耳塞,手机,艾亚（AYA）,话筒,单边,蓝牙耳机,黑色,入耳式耳机,AYA,防辐射,耳机,支持,线控,螺旋管,导管,衣夹,入耳式,防辐耳,苹果	148.691919192	107	0.0681818181818
782	1094016976	艾亚（AYA  )手机耳机入耳式 带话筒/麦克风 支持线控三星苹果线控耳机 衣夹入耳式耳机 线控标准版 透明	http://item.jd.com/1094016976.html	手机,蓝牙耳机,耳塞	三星,麦克风,空气管,CVK,标准版,孕妇,空气导管,真空,艾亚,防辐,透明,弹簧,耳塞,手机,艾亚（AYA）,话筒,单边,蓝牙耳机,入耳式耳机,AYA,VEVA,防辐射,耳机,支持,线控,螺旋管,导管,衣夹,入耳式,防辐耳,苹果	144.578997561	230	0.0681818181818
782	1094062341	VEVA V6领夹式伸缩usb充电 苹果iphone三星蓝牙耳机 立体声一拖二 黑色	http://item.jd.com/1094062341.html	一拖二,蓝牙耳机,iphone	三星,立体声,usb,店庆,一拖二,伸缩,VEVA,充电,蓝牙耳机,iphone,V6,领夹式,黑色,苹果	207.6	34	0.0681818181818
782	1094062342	七夕礼物VEVA V6领夹式伸缩usb充电 苹果iphone三星蓝牙耳机 立体声一拖二 白色	http://item.jd.com/1094062342.html	一拖二,蓝牙耳机,iphone	三星,立体声,usb,一拖二,伸缩,礼物,VEVA,充电,蓝牙耳机,iphone,V6,七夕,白色,领夹式,苹果	207.583333333	29	0.0681818181818
782	1095629006	More 三星HM3300蓝牙耳机 音乐蓝牙 语音提示 双待机 一拖二 原装NFC 黑色	http://item.jd.com/1095629006.html	一拖二,语音,蓝牙耳机,蓝牙	三星,音乐,NFC,原装,thing,一拖二,HM3300,提示,待机,蓝牙,语音,蓝牙耳机,more-thing,more,黑色,More	274.0	13	0.0909090909091
782	1095629007	More 三星HM3300蓝牙耳机 音乐蓝牙 语音提示 双待机 一拖二 原装NFC 白色	http://item.jd.com/1095629007.html	一拖二,语音,蓝牙耳机,蓝牙	三星,音乐,NFC,原装,thing,一拖二,HM3300,提示,待机,蓝牙,语音,蓝牙耳机,白色,more-thing,more,More	249.0	1	0.0909090909091
782	1095669538	耐翔丽音 音乐蓝牙耳机立体声 三星s3/s4/s5/note小米苹果通用4.0新款 玫红色	http://item.jd.com/1095669538.html	手机,蓝牙耳机,iphone,蓝牙	三星,曲目,玫红色,丽音,蓝牙立体声耳机,NAENY,s4,通用,Naeny,音乐,手机,适用,通话,s3,尊贵,note2,s5,蓝牙,note,蓝牙耳机,iphone,精品,播放,耐翔（Naeny）,s5s4s3note,双耳,新款,用于,控制,支持,跑车,通用型,烤漆,立体声,高清,音乐耳机,s3s4s5,小米华,耐翔,工艺,时尚,oppo,华为,翔丽,note3,苹果,部手机	128.0	20	0.0909090909091
782	1095669539	耐翔（NAENY）丽音Nicam4.0蓝牙耳机新品 白色	http://item.jd.com/1095669539.html	手机,蓝牙耳机,iphone,蓝牙	三星,丽音,高清,新品,提示,NAENY,蓝牙,Naeny,音乐,控制,通话,s3,note3,s5,s4,手机,白色,iphone,蓝牙耳机,精品,蓝牙立体声耳机,耐翔（Naeny）,播放,新款,用于,适用,支持,跑车,通用型,烤漆,Nicam4,立体声,HTC,曲目,音乐耳机,小米华,耐翔,工艺,时尚,苹果,华为,中文,平板,尊贵,oppo,部手机	128.0	14	0.0909090909091
782	1095669540	耐翔丽音 音乐蓝牙耳机立体声三星s5/s4/s3/note小米苹果通用 时尚线条新款 蓝色	http://item.jd.com/1095669540.html	手机,蓝牙耳机,iphone,蓝牙	三星,蓝色,丽音,蓝牙立体声耳机,立体声蓝牙,NAENY,s4,Naeny,音乐,note,适用,原装,s3,note3,note2,s5,蓝牙,手机,蓝牙耳机,iphone,提示,线条,耐翔（Naeny）,播放,新款,用于,控制,支持,跑车,通用型,烤漆,苹果手机,立体声,HTC,曲目,音乐耳机,耐翔,工艺,时尚,华为,翔丽,中文,部手机,尊贵,苹果,平板	128.0	31	0.0909090909091
782	1095669541	NAENY丽音 蓝牙音乐耳机 通用于三星苹果iphone小米华为oppo手机 时尚精品 黑色	http://item.jd.com/1095669541.html	手机,蓝牙耳机,iphone,蓝牙	三星,新款,高清,蓝牙立体声耳机,NAENY,支持,音乐,适用,通话,蓝牙,手机,蓝牙耳机,iphone,精品,黑色,播放,耐翔（Naeny）,丽音,用于,控制,Naeny,通用型,立体声,曲目,音乐耳机,小米华,耐翔,时尚,苹果,华为,oppo,部手机	128.0	29	0.0909090909091
782	1095700677	耐翔 音乐蓝牙耳机立体声 苹果iPhone三星小米华为htc通用 中文提示 来电报号 优雅波浪黑	http://item.jd.com/1095700677.html	手机,蓝牙耳机,蓝牙	三星,htc,浪驰,提示,立体声蓝牙,蓝牙,通用,Naeny,音乐,立体声,通话,NAENY4,手机,蓝牙耳机,优雅,黑色,播放,波浪,耐翔（Naeny）,电报,控制,iPhone,新款,适用,支持,Lanz,音乐耳机,小米华,耐翔,苹果,中文,iPhone4	138.0	56	0.0681818181818
782	1095700678	耐翔（Naeny）适用于iPhone4 4s蓝牙耳机 苹果5/5s/5c 立体声蓝牙 尊贵土豪金	http://item.jd.com/1095700678.html	手机,蓝牙耳机,iphone,蓝牙	三星,iPhone4,立体声蓝牙,NAENY,索尼,支持,音乐,立体声,通话,尊贵,蓝牙,手机,蓝牙耳机,iphone,播放,耐翔（Naeny）,电报,控制,iPhone,适用,Naeny,Lanz,音乐耳机,米通,耐翔,土豪,Lanz4,苹果	138.0	31	0.0909090909091
782	1096165029	耐翔（NAENY）简爱 原装立体声蓝牙耳机三星小米苹果通用 来电报号新款 黑色	http://item.jd.com/1096165029.html	手机,蓝牙,蓝牙耳机,iphone,智能蓝牙耳机	三星,无线蓝牙耳机,立体声蓝牙耳机,NAENY,音乐,立体声,原装,蓝牙,手机,EasyLove,蓝牙耳机,iphone,黑色,新版,智能蓝牙耳机,免提,耐翔（Naeny）,电报,控制,新款,适用,Naeny,Love,HTC,米通,简爱,小米华,耐翔,s5s,车载,苹果	173.130020284	144	0.113636363636
782	1096165030	耐翔（NAENY）简爱 原装立体声蓝牙耳机三星小米苹果通用 来电报号新款 白色	http://item.jd.com/1096165030.html	手机,蓝牙,蓝牙耳机,iphone,智能蓝牙耳机	三星,无线蓝牙耳机,立体声蓝牙耳机,NAENY,立体声,原装,蓝牙,手机,白色,iphone,蓝牙耳机,新版,智能蓝牙耳机,免提,耐翔（Naeny）,电报,新款,适用,Naeny,HTC,米通,简爱,小米华,耐翔,s5s,苹果	174.769230769	80	0.113636363636
782	1096165031	NAENY简爱 无线蓝牙耳机 立体声4.0 通用苹果iphone4s/5三星小米HTC手机 黑色-老版本	http://item.jd.com/1096165031.html	手机,蓝牙耳机,iphone	三星,蓝色,立体声,无线蓝牙耳机,耐翔（Naeny）,版本,简爱,小米华,手机,蓝牙耳机,s5s,HTC,耐翔,NAENY,适用,黑色,Naeny,苹果,iphone	196.0	6	0.0681818181818
782	1096165032	耐翔（NAENY）简爱 原装立体声蓝牙耳机三星小米苹果通用 来电报号新款 粉红色	http://item.jd.com/1096165032.html	手机,蓝牙耳机,iphone	三星,立体声蓝牙耳机,立体声,HTC,原装,耐翔（Naeny）,版本,简爱,粉红色,小米华,手机,电报,白色,iphone,新款,耐翔,NAENY,蓝牙耳机,Naeny,苹果,s5s	182.0	2	0.0681818181818
782	1096165569	乐迈R6250苹果iphone耳挂式小巧三星通用无线语音蓝牙耳机一拖二立体 蓝色	http://item.jd.com/1096165569.html	一拖二,语音,蓝牙耳机,iphone	三星,乐迈（lemai）,蓝色,立体声,高清,一拖二,R6250,小巧,lemai,语音,抢先,爆品,无线,挂式,蓝牙耳机,galaxy,乐迈,通用,立体,苹果,iphone	98.0	73	0.0909090909091
782	1096165570	乐迈R6250苹果iphone三星galaxy通用蓝牙耳机一拖二立体声 灰色	http://item.jd.com/1096165570.html	一拖二,语音,蓝牙耳机,iphone	三星,乐迈（lemai）,立体声,高清,一拖二,R6250,小巧,lemai,语音,抢先,灰色,爆品,无线,挂式,蓝牙耳机,galaxy,乐迈,通用,立体,苹果,iphone	98.0	85	0.0909090909091
782	1096165571	乐迈R6250苹果iphone三星galaxy通用蓝牙耳机一拖二立体声 黑色	http://item.jd.com/1096165571.html	一拖二,语音,蓝牙耳机,iphone	三星,乐迈（lemai）,立体声,高清,R6250,一拖二,黑色,小巧,lemai,语音,抢先,爆品,无线,挂式,蓝牙耳机,galaxy,乐迈,通用,立体,苹果,iphone	95.0	148	0.0909090909091
782	1096176209	耐翔 通用型蓝牙耳机4.0苹果三星小米华为等手机适用 立体声音乐 来电报号新款 黑色	http://item.jd.com/1096176209.html	手机,蓝牙耳机,iphone,蓝牙	三星,无线蓝牙耳机,新品,立体声蓝牙耳机,NAENY,电量,通用,音乐,安卓,适用,原装,note2,蓝牙,手机,蓝牙耳机,iphone,电脑,黑色,播放,honeycomb,小红米,耐翔（Naeny）,蜂巢,显示,电报,无线,新款,立体声,Naeny,通用型,耳麦,双声道,HTC,NOTE3,小米华,耐翔,小米,华为,双耳,苹果,平板	109.850925926	57	0.0909090909091
782	1096176210	耐翔 通用型蓝牙耳机4.0苹果三星小米华为等手机适用 立体声音乐 来电报号新款 白色	http://item.jd.com/1096176210.html	手机,蓝牙耳机,iphone,蓝牙	三星,无线蓝牙耳机,新品,立体声蓝牙耳机,迷你,努比亚,NAENY,电量,音乐,安卓,适用,原装,手机,note3,note2,蓝牙,note,蓝牙耳机,iphone,白色,播放,honeycomb,小红米,耐翔（Naeny）,蜂巢,显示,电报,无线,新款,立体声,Naeny,通用型,耳麦,HTC,NOTE3,小米华,耐翔,华为,双耳,苹果	110.489583333	40	0.0909090909091
782	1096264075	耐翔凌风 高端声控蓝牙耳机 通用于苹果4/iphone4s/5s三星小米华为手机 新款 亮面黑	http://item.jd.com/1096264075.html	手机,语音,蓝牙耳机,iphone,蓝牙	三星,无线蓝牙耳机,新品,车用,NAENY,s4,适用,Lef,通话,s3,亮面,note2,s5,蓝牙,手机,蓝牙耳机,iphone,凌风,耐翔（Naeny）,高端,新款,用于,耐翔,Naeny,接听,声控,苹果手机,高清,纳米,米通,小米华,工艺,语音,s5s,苹果	197.86440678	99	0.113636363636
782	1096264076	耐翔凌风 高端声控蓝牙耳机 通用于苹果4/iphone4s/5s三星小米华为手机 新款 雅光黑	http://item.jd.com/1096264076.html	手机,蓝牙耳机,iphone,蓝牙	三星,无线蓝牙耳机,新品,提示,雅光黑,NAENY,s4,适用,Lef,通话,s3,note2,s5,蓝牙,手机,蓝牙耳机,iphone,凌风,磨砂,耐翔（Naeny）,高端,新款,用于,耐翔,Naeny,声控,苹果手机,高清,雅黑,小米华,中文,苹果	197.722222222	58	0.0909090909091
782	1096282723	耐翔蜂巢4.0蓝牙耳机立体声通用三星S4苹果5小米2SONYHTC蓝牙 黑色	http://item.jd.com/1096282723.html	蓝牙耳机,iphone,蓝牙	三星,立体声,耐翔（Naeny）,入耳式,蜂巢,S4,蓝牙耳机,iphone,耐翔,Naeny,蓝牙,黑色,苹果,SONYHTC	138.0	6	0.0681818181818
782	1096282724	耐翔iphone5/5S蓝牙耳机立体声通用三星S4苹果5小米入耳式蓝牙蜂巢 白色	http://item.jd.com/1096282724.html	蓝牙耳机,iphone,蓝牙	三星,耐翔,耐翔（Naeny）,入耳式,蜂巢,蓝牙耳机,S4,抢先,白色,iphone,立体声,爆品,蓝牙,Naeny,苹果,SONYHTC	138.0	5	0.0681818181818
782	1096304341	乐迈R9030苹果立体声入耳式无线智能蓝牙耳机三星小米3手机通用耳机 黑色	http://item.jd.com/1096304341.html	手机,蓝牙耳机,iphone,智能蓝牙耳机	三星,乐迈（lemai）,立体声,R9030,入耳式,通用,lemai,手机,乐迈,抢先,蓝牙耳机,iphone,耳机,HTC,爆品,智能蓝牙耳机,黑色,苹果,无线	160.5	12	0.0909090909091
782	1096355497	耐翔 蓝牙耳机NFC适用于iPhone/三星/华为/小米/三星/OPPO立体声通用耳机 镜面黑色	http://item.jd.com/1096355497.html	手机,蓝牙耳机,智能蓝牙耳机	三星,音乐,适用,音乐耳机,NFC,耐翔（Naeny）,小米华,耐翔,镜面,蓝牙耳机,iPhone,耳机,手机,立体声,Naeny,黑色,OPPO,智能蓝牙耳机	188.0	12	0.0681818181818
782	1096355498	耐翔 蓝牙耳机NFC适用于iPhone/三星/华为/小米/三星/OPPO立体声通用耳机 磨砂黑色	http://item.jd.com/1096355498.html	手机,蓝牙耳机,智能蓝牙耳机	三星,音乐,立体声,NFC,磨砂,音乐耳机,耐翔（Naeny）,小米华,手机,蓝牙耳机,iPhone,耳机,耐翔,Naeny,适用,黑色,OPPO,智能蓝牙耳机	188.0	15	0.0681818181818
782	1096455397	耐翔（简爱） 蓝牙耳机 适用于苹果/三星/小米/华为/OPPO/VIVO立体声音乐耳机 酷雅黑	http://item.jd.com/1096455397.html	一拖二,蓝牙耳机,蓝牙	三星,立体声耳机,酷雅,VIVO,适用,蓝牙,蓝牙耳机,iPhone5s,OPPO,耐翔（Naeny）,一拖二,iPhone,耳机,立体声,Naeny,接听,通用型,声控,音乐耳机,简爱,vivo,耐翔,小米华,苹果	157.764705882	35	0.0681818181818
782	1096455398	耐翔（简爱） 蓝牙耳机 适用于苹果/三星/小米/华为/OPPO/VIVO立体声音乐耳机 纯洁白	http://item.jd.com/1096455398.html	一拖二,蓝牙耳机,蓝牙	三星,立体声耳机,VIVO,适用,蓝牙,蓝牙耳机,纯洁,OPPO,耐翔（Naeny）,一拖二,通用型,iPhone,耳机,立体声,Naeny,接听,iPhone5s,声控,音乐耳机,简爱,vivo,耐翔,小米华,苹果	157.666666667	34	0.0681818181818
782	1096592527	耐翔 丽音蓝牙耳机适用于苹果/三星/小米/华为/HTC/OPPO 通用立体声耳机 时尚红	http://item.jd.com/1096592527.html	手机,一拖二,蓝牙耳机	三星,立体声耳机,无线蓝牙耳机,适用,立体声,手机,蓝牙耳机,OPPO,耐翔（Naeny）,一拖二,iPhone,丽音,翔丽,耐翔,Naeny,通用型,魅族,HTC,正品,时尚,双耳,苹果	126.333333333	9	0.0681818181818
782	1096592649	耐翔 丽音蓝牙耳机适用于苹果/三星/小米/华为/HTC/OPPO 通用立体声耳机 炫酷黑	http://item.jd.com/1096592649.html	手机,一拖二,蓝牙耳机	三星,立体声耳机,无线蓝牙耳机,vivo,适用,立体声,手机,蓝牙耳机,OPPO,耐翔（Naeny）,一拖二,iPhone,丽音,双耳,耐翔,Naeny,通用型,魅族,HTC,音乐耳机,正品,小米华,翔丽,苹果,炫酷	127.444444444	13	0.0681818181818
782	1097182707	五一特惠More-thing卡拉ok随身话筒唱吧专用麦克风苹果三星手机k歌电脑通用电容麦话 白色	http://item.jd.com/1097182707.html	一拖二,语音,蓝牙耳机,iphone	麦克风,专用,超长,随身,more-thing,通用,I4S,More,适用,特惠,语音,运动,蓝牙耳机,iphone,话筒,电脑,more,一拖二,抢先,爆品,卡拉,立体声,三星手机,ok,白色,蓝弦,电容,thing,电容麦,双耳,领夹式,听歌,苹果	179.690972222	138	0.0909090909091
782	1097182708	more-thing蓝弦I4S蓝牙耳机立体声 通用超长双耳听歌 语音一拖二运动领夹式 黑色	http://item.jd.com/1097182708.html	一拖二,语音,蓝牙耳机	立体声,thing,一拖二,听歌,蓝弦,语音,超长,蓝牙耳机,领夹式,双耳,more-thing,more,黑色,I4S,运动	158.0	3	0.0681818181818
